timestamp_utc,DESF_TA__FREC,DESF_TA__J1_IA,DESF_TA__J1_IB,DESF_TA__J1_IC,DESF_TA__J1_I_AVG,DESF_TA__J2_VAB,DESF_TA__J2_VAN,DESF_TA__J2_VBC,DESF_TA__J2_VBN,DESF_TA__J2_VCA,DESF_TA__J2_VCN,DESF_TA__J2_V_AVG_LL,DESF_TA__J2_V_AVG_LN,DESF_TA__KVAR_A,DESF_TA__KVAR_B,DESF_TA__KVAR_C,DESF_TA__KVAR_TOT,DESF_TA__KVA_A,DESF_TA__KVA_B,DESF_TA__KVA_C,DESF_TA__KVA_TOT,DESF_TA__KW_A,DESF_TA__KW_B,DESF_TA__KW_C,DESF_TA__KW_TOT,DESF_TA__MWH_DEL,DESF_TA__PF,DESF_TA__PF_A,DESF_TA__PF_B,DESF_TA__PF_C,TT5449012H,TT5449017H,VT5449011H,VT5449012A,VT5449012H,VT5449013H,VT5449016H,VT5449017A,VT5449017H
2026-02-01 00:10:00+00:00,59.98906,154.30446,154.76128,155.15192,154.74875,13.659166,7.8869867,13.6667795,7.8881745,13.664641,7.89156,13.666665,7.891995,812.15094,800.06226,8004.7734,2412.6812,1216.0924,1220.6,1224.4283,3661.0056,903.8754,920.5698,925.27924,2749.7302,32658.234,7.1666665,6.5,7.1666665,7.25,42.465702,46.262814,0.6376359,0.83995116,0.59117347,0.7014587,0.83180904,1.2635382,0.9646141
2026-02-01 00:11:00+00:00,60.006283,151.77354,152.27344,152.8381,152.37732,13.653169,7.883744,13.6615305,7.884758,13.658465,7.888422,13.660703,7.8885593,807.026,794.73,7958.58,2397.632,1196.65,1200.902,1205.478,3602.8982,881.872,898.69604,903.75397,2684.3118,32658.275,6.866667,6.6153846,7.133333,7.230769,42.511917,46.28398,0.63498396,0.7948045,0.573574,0.72800684,0.8309421,1.2759837,0.95743215
2026-02-01 00:12:00+00:00,60.029037,133.25471,133.75912,134.31604,133.91425,13.650135,7.881586,13.65744,7.882379,13.654945,7.8861156,13.656322,7.886071,779.4127,769.63275,7721.4727,2321.2036,1049.6091,1053.5072,1058.4491,3161.4346,700.42365,716.9527,721.49274,2138.7036,32658.32,6.4210525,6.4117646,6.428571,6.5238094,42.564613,46.28269,0.6887223,0.791451,0.65274316,0.6826397,0.8238954,1.3585442,0.8151949
2026-02-01 00:13:00+00:00,59.98581,165.35077,166.10706,166.28993,165.92949,13.62165,7.865493,13.629382,7.8667555,13.62653,7.870076,13.62841,7.8700547,824.66455,811.76874,8111.25,2447.5564,1303.1292,1307.9501,1311.0667,3922.0188,1007.05206,1023.66254,1028.1271,3058.8523,32658.361,7.3333335,7.2777777,7.357143,7.357143,42.586864,46.29006,0.7230738,0.8455859,0.6902282,0.6882922,0.8478067,1.3732287,0.8417005
2026-02-01 00:14:00+00:00,60.00172,154.8497,155.2012,155.52666,155.21295,13.615095,7.861442,13.621971,7.8627496,13.619201,7.8651576,13.621787,7.865908,805.2415,793.46295,7933.0186,2391.9426,1216.0593,1220.4537,1223.6462,3659.9854,909.8426,925.8667,930.2296,2765.861,32658.41,7.5,6.9,7.5,7.5,42.61983,46.244293,0.6131762,0.8685189,0.62163043,0.6859131,0.8698521,1.304351,0.87294185
2026-02-01 00:15:00+00:00,59.99247,167.61504,168.00641,168.32935,168.02618,13.595733,7.849559,13.602531,7.8513045,13.599627,7.853985,13.600992,7.8538117,823.85095,810.7378,8092.396,2443.83,1316.0717,1320.5038,1322.0547,3959.668,1025.3396,1041.3982,1045.983,3112.7263,32658.459,7.52,7.529412,7.5185184,7.5172415,42.669594,46.22923,0.6700592,0.8380849,0.60211694,0.64541113,0.84566677,1.2603459,0.9181113
2026-02-01 00:16:00+00:00,60.012814,165.58826,166.08197,166.33392,165.99619,13.584317,7.843422,13.592154,7.845165,13.588546,7.8474293,13.590087,7.8475003,817.9741,805.07965,8039.778,2427.0278,1298.0186,1302.4019,1305.313,3905.5981,1006.42035,1022.38153,1026.9222,3055.7146,32658.51,7.470588,7.470588,7.470588,7.4736843,42.707035,46.261826,0.6678417,0.87272424,0.61915785,0.71491927,0.8197719,1.2585748,0.9652892
2026-02-01 00:17:00+00:00,59.99433,168.38121,168.85126,169.15517,168.84865,13.575817,7.8380055,13.582547,7.840118,13.578995,7.8422966,13.581748,7.8425527,824.39075,811.2574,8101.906,2445.1128,1319.7296,1323.7593,1326.5444,3969.9092,1025.8167,1041.4186,1046.2815,3113.439,32658.562,7.076923,7.0588236,7.076923,7.076923,42.59333,46.294434,0.70807916,0.85809857,0.61155814,0.6693845,0.8815464,1.3794813,0.8715533
2026-02-01 00:18:00+00:00,60.02398,182.3243,182.88011,183.113,182.8297,13.575511,7.8382497,13.58346,7.8398967,13.579992,7.842703,13.5820055,7.8426275,849.5693,835.1327,8326.462,2517.3403,1429.2461,1433.8308,1436.3962,4299.344,1147.7922,1164.0096,1168.9019,3480.6963,32658.617,7.4444447,7.4444447,7.4444447,7.4444447,42.384624,46.29781,0.79258984,0.9025729,0.6714015,0.7527338,0.932618,1.3678902,0.89608335
2026-02-01 00:19:00+00:00,60.004147,139.41562,140.24213,140.25694,139.89864,13.599761,7.852299,13.606485,7.8535595,13.603328,7.856115,13.6053505,7.8563232,782.33655,772.67847,7730.904,2328.075,1094.5404,1098.4269,1101.8019,3294.6443,756.7423,772.2288,776.4827,2305.4539,32658.666,6.423077,6.269231,6.423077,6.423077,42.362923,46.297012,0.69717795,0.95358795,0.6411107,0.7051661,0.8736821,1.4077057,0.68053585
2026-02-01 00:20:00+00:00,59.98602,198.33989,198.83638,199.06416,198.82256,13.583673,7.84217,13.590781,7.84477,13.586391,7.847006,13.590069,7.8476114,881.41876,865.2417,8614.8125,2606.217,1555.4418,1559.7959,1562.1749,4677.3003,1280.8646,1297.0687,1302.4146,3880.3396,32658.715,7.571429,7.571429,7.6666665,7.6666665,42.34373,46.25088,0.73436946,0.9186561,0.72638947,0.84310246,0.97097754,1.5027595,0.89666563
2026-02-01 00:21:00+00:00,60.01898,179.95325,180.12411,180.70314,180.1187,13.59539,7.84918,13.603778,7.8516088,13.599491,7.8547645,13.601758,7.8544993,845.4307,831.28845,8284.23,2505.15,1410.7384,1414.9403,1417.3711,4242.904,1127.6154,1143.3,1148.3577,3419.177,32658.78,7.4666667,7.4615383,7.4736843,7.4736843,42.24654,46.204914,0.802672,0.8880787,0.7051953,0.8100463,0.97643507,1.577297,0.8821545
2026-02-01 00:22:00+00:00,59.996613,153.09616,153.58803,153.83258,153.58769,13.62669,7.868027,13.634543,7.8698792,13.630305,7.8718414,13.632921,7.8722625,805.0278,793.30365,7929.1113,2391.2407,1204.4166,1208.3574,1211.5685,3624.213,894.3185,909.98517,914.5667,2718.876,32658.826,7.25,7.25,7.25,7.3,42.131084,46.097538,0.82015556,0.91975045,0.7615855,0.829393,0.98683405,1.6562622,0.85584754
2026-02-01 00:23:00+00:00,59.986954,172.94112,173.16336,173.99097,173.95819,13.628527,7.8685336,13.635216,7.8702345,13.632238,7.872921,13.633069,7.872569,838.7755,825.1959,8228.551,2486.8245,1365.1572,1369.2611,1371.7917,4106.0796,1074.7837,1090.451,1095.3326,3260.5613,32658.875,7.5333333,7.5384617,7.5333333,7.5333333,42.017887,46.00744,0.8044984,0.8951166,0.7691973,0.8290658,0.99382657,1.5452437,0.8334605
2026-02-01 00:24:00+00:00,59.99618,186.3358,186.76482,187.01935,186.78375,13.645157,7.878284,13.652162,7.880175,13.649148,7.882416,13.651859,7.883174,864.6547,849.2154,8462.77,2560.3284,1466.6604,1470.4792,1473.2792,4410.245,1183.317,1199.0283,1204.5585,3586.915,32658.93,7.4444447,7.4545455,7.4545455,7.4545455,41.8236,45.989525,0.80506504,0.8727534,0.6972869,0.8503344,0.96568227,1.5814352,1.0437617
2026-02-01 00:25:00+00:00,60.006313,153.10947,153.38799,153.73782,153.58183,13.636762,7.873744,13.644072,7.8751626,13.640778,7.8777637,13.6432905,7.8782253,806.8981,794.9635,7944.673,2396.802,1204.1788,1207.8788,1211.3923,3623.2595,892.1192,907.5058,912.475,2712.1,32658.984,7.1666665,6.8333335,7.214286,7.214286,41.734295,45.96422,0.85580415,0.9022439,0.7674519,0.8572544,0.9598747,1.6643838,0.7585124
2026-02-01 00:26:00+00:00,60.003433,169.00545,169.5538,169.83179,169.52597,13.614829,7.8610873,13.621991,7.862326,13.619475,7.865803,13.621639,7.8659863,828.4846,815.12115,8138.3076,2457.4211,1328.4347,1332.9115,1335.9442,3997.1597,1037.2269,1053.4692,1058.2693,3148.9614,32659.033,7.516129,7.5172415,7.516129,7.516129,41.856544,45.984173,0.80740887,0.8903013,0.77885234,0.80522734,0.9512309,1.5712209,0.7813337
2026-02-01 00:27:00+00:00,59.991753,175.67075,176.32967,176.5994,176.265,13.594135,7.848797,13.601745,7.8505945,13.598187,7.853792,13.600635,7.8537207,838.125,824.8019,8235.717,2486.7717,1378.6415,1384.085,1386.7095,4149.302,1092.585,1109.6906,1113.8396,3316.1377,32659.086,7.5,7.5,7.5,7.5,41.94631,46.043793,0.7573208,0.8418899,0.71011275,0.85029405,0.9448312,1.524908,0.910203
2026-02-01 00:28:00+00:00,59.995323,185.14229,185.80498,186.0631,185.74425,13.570552,7.8355103,13.579733,7.837271,13.575486,7.8404827,13.577195,7.840281,851.55536,837.2411,8354.393,2524.2285,1450.6625,1456.5197,1458.709,4365.768,1173.4393,1190.8768,1194.7804,3559.1035,32659.145,7.5,7.5,7.5,7.5,42.000336,46.070675,0.7588733,0.8885197,0.71222574,0.8038575,0.9971694,1.5432981,0.9206976
2026-02-01 00:29:00+00:00,59.98819,170.91624,171.51997,171.81288,171.4752,13.558191,7.8284783,13.56666,7.8299847,13.562908,7.8334494,13.564722,7.832893,824.30914,811.4545,8102.841,2446.05,1336.3909,1341.8251,1344.3296,4026.1545,1052.6023,1069.4432,1073.4683,3195.5068,32659.2,7.478261,7.4761906,7.48,7.48,41.990208,45.968414,0.75573885,0.90817815,0.70115656,0.76069605,0.9053961,1.4780059,0.8655542
2026-02-01 00:30:00+00:00,60.0163,179.61998,180.08568,180.40869,180.13547,13.536615,7.8156652,13.542794,7.816568,13.540187,7.8195834,13.542095,7.8199043,837.32886,822.50964,8202.827,2480.0808,1404.0846,1407.8904,1410.8153,4222.5425,1125.4558,1141.0635,1146.2577,3412.698,32659.254,7.52,7.521739,7.521739,7.521739,41.92228,45.930176,0.76347506,0.8621432,0.6703285,0.73286444,0.86300594,1.4339433,0.77816623
2026-02-01 00:31:00+00:00,59.986446,201.77232,202.29314,202.46674,202.25436,13.516779,7.8043456,13.524491,7.8066463,13.521061,7.809036,13.524015,7.8096256,879.7778,863.5722,8595.905,2602.7146,1574.7037,1579.1259,1581.1093,4734.787,1305.6278,1321.7833,1326.85,3954.263,32659.316,,,,,41.81524,45.90874,0.74006325,0.8647997,0.6784059,0.71888727,0.8588542,1.3934859,0.9052078
2026-02-01 00:32:00+00:00,59.982365,201.99005,202.50598,202.74985,202.47374,13.501275,7.795064,13.508644,7.7966385,13.504488,7.799354,13.506808,7.7995,876.98486,860.94147,8562.943,2593.7585,1575.8452,1580.1981,1581.9,4733.7847,1307.2999,1323.1207,1329.6471,3958.53,32659.383,7.5,7.5,7.5,,41.801613,45.85859,0.7144964,0.8274284,0.62596756,0.72592133,0.82294947,1.3443387,0.8478514
2026-02-01 00:33:00+00:00,59.99484,187.98653,188.86732,188.62688,188.87416,13.500035,7.7941675,13.506617,7.796203,13.502825,7.7980127,13.505616,7.798789,848.0648,833.17035,8296.556,2510.9185,1468.2593,1472.5352,1474.5927,4415.298,1197.4186,1213.0333,1217.9019,3628.4075,32659.45,7.4444447,7.4615383,7.4444447,7.4444447,41.863426,45.859276,0.644999,0.8995704,0.6226273,0.72638404,0.8935096,1.3320912,0.83994
2026-02-01 00:34:00+00:00,60.01569,207.48093,207.69984,207.80504,208.00871,13.4794655,7.7821712,13.4879675,7.786206,13.484176,7.7868433,13.48588,7.7872114,888.47736,872.68115,8678.057,2628.953,1614.7131,1619.9623,1621.0339,4855.5566,1345.1057,1361.7075,1366.0133,4072.819,32659.512,7.6666665,7.6666665,7.6666665,7.6666665,41.90168,45.88185,0.6916519,0.86074173,0.6175708,0.7333742,0.8056495,1.3653629,0.79697937
2026-02-01 00:35:00+00:00,59.987408,198.53914,199.07817,198.72456,198.97371,13.4654,7.7735877,13.472117,7.776608,13.46827,7.7785316,13.471322,7.7790117,865.428,850.486,8455.12,2561.37,1543.27,1547.884,1548.8779,4639.928,1274.836,1290.374,1294.768,3859.7258,32659.58,7.3333335,7.3333335,7.3333335,7.3333335,41.916256,45.923412,0.72390944,0.88542616,0.61446273,0.7865157,0.8165776,1.372429,1.1257253
2026-02-01 00:36:00+00:00,59.974808,176.3147,176.7278,176.87051,176.71498,13.45522,7.767364,13.46078,7.77026,13.4570675,7.772356,13.460758,7.7728524,823.75385,810.8673,8064.577,2440.1963,1371.5193,1375.1018,1376.2365,4117.052,1088.3442,1104.6384,1109.1481,3297.8672,32659.635,6.9333334,7.0,6.9333334,6.8461537,41.883366,45.91926,0.6717418,0.84113765,0.65821326,0.70310426,0.7997716,1.2552421,0.8407638
2026-02-01 00:37:00+00:00,60.016098,188.08235,188.45813,188.64246,188.4603,13.433603,7.7565613,13.440904,7.7582006,13.4369135,7.7593017,13.438492,7.759689,841.57355,826.7962,8220.095,2490.3906,1458.5038,1461.7528,1463.3773,4383.5337,1189.5491,1203.8528,1209.0812,3602.483,32659.691,7.5,7.5,7.5,7.5,41.843525,45.949455,0.7138654,0.92472583,0.6614616,0.74394286,0.94869673,1.4308304,0.9077201
2026-02-01 00:38:00+00:00,60.015797,184.16861,184.56668,185.10376,184.15778,13.435206,7.75664,13.440835,7.758981,13.437303,7.76037,13.439283,7.7606816,833.68866,818.62964,8143.0,2465.7036,1425.1389,1428.789,1430.4241,4284.224,1153.6908,1168.2537,1173.2167,3495.1797,32659.756,7.5,7.5,7.5,7.5,41.879536,46.00957,0.68502694,0.94569063,0.69771016,0.76973504,0.9135829,1.3807433,1.1145134
2026-02-01 00:39:00+00:00,60.002632,199.0656,199.56348,199.68607,199.50697,13.473149,7.7784333,13.47969,7.7803025,13.475123,7.78235,13.478369,7.7824016,865.8692,850.2154,8454.135,2561.504,1547.198,1551.2616,1552.8269,4651.1387,1280.7423,1296.0712,1301.05,3877.8616,32659.812,7.5,7.5,7.5,7.5,41.918816,46.068977,0.7116083,0.93198776,0.64007115,0.80781966,1.0272665,1.4003787,1.1704065
2026-02-01 00:40:00+00:00,60.005375,185.31406,185.59114,185.82697,185.5785,13.514085,7.8029323,13.521305,7.805291,13.51893,7.806992,13.52131,7.8079,845.5289,830.27924,8272.736,2502.7153,1444.2622,1448.483,1450.9359,4343.5376,1170.1283,1185.9264,1190.9792,3547.0095,32659.875,7.5,7.5,7.5,7.5,41.942966,46.090656,0.70755726,0.8973449,0.6381639,0.79495996,0.94431925,1.3485307,1.1154567
2026-02-01 00:41:00+00:00,59.99357,208.61674,208.96103,209.31378,209.09128,13.511606,7.8008375,13.518463,7.8030367,13.515204,7.805451,13.517848,7.8057055,893.62396,874.95306,8714.961,2640.6843,1627.3882,1631.7667,1633.8569,4892.8647,1359.8882,1376.0569,1381.4686,4117.404,32659.938,,,,,41.965046,46.066093,0.65918964,0.87520266,0.61300373,0.8135684,0.93897736,1.3564347,1.1275871
2026-02-01 00:42:00+00:00,60.0377,176.81255,177.3974,177.56595,177.35114,13.513619,7.8020935,13.520688,7.804381,13.5168495,7.806498,13.519714,7.8069577,828.7843,815.82745,8130.902,2457.694,1379.4803,1384.6765,1386.3177,4150.351,1100.8883,1116.9843,1120.9961,3338.8784,32660.002,7.5,7.470588,7.5,7.5,41.97378,46.029095,0.62662995,0.8391914,0.5796566,0.7354135,0.9316469,1.367359,1.1339122
2026-02-01 00:43:00+00:00,60.00056,202.99483,203.6242,203.71825,203.17917,13.502397,7.795196,13.510572,7.798824,13.505488,7.799803,13.5078945,7.8001904,878.47455,863.0655,8588.745,2600.3982,1579.58,1585.0236,1586.0981,4750.578,1311.1018,1327.8054,1331.7837,3970.6963,32660.064,7.5,7.6,7.5,7.5,41.94092,45.96728,0.6871919,0.8523703,0.6523043,0.77334684,0.9381484,1.3223205,1.3147463
2026-02-01 00:44:00+00:00,59.97729,184.9131,185.76906,185.77225,185.42383,13.504952,7.7969375,13.512762,7.79956,13.508535,7.802057,13.511359,7.8025537,844.0397,830.93207,8273.925,2502.3547,1441.6906,1447.2585,1448.2131,4337.051,1167.4774,1185.4115,1187.2811,3538.4512,32660.127,7.5,7.5,7.5,7.5,41.92575,45.87549,0.64903885,0.83621067,0.6284458,0.8362187,0.8950716,1.3144547,1.0964276
2026-02-01 00:45:00+00:00,59.995644,198.1426,198.81223,198.81224,198.68166,13.50504,7.7968755,13.513278,7.7999086,13.50804,7.801964,13.51132,7.8025117,867.7674,853.59393,8487.612,2570.1245,1544.9142,1550.6143,1551.1449,4646.5347,1277.3755,1293.7551,1297.5387,3868.6614,32660.186,7.5,7.5,7.5,7.5,41.899044,45.88714,0.65712893,0.88331026,0.6462861,0.7385654,0.9202944,1.3261731,1.1648697
2026-02-01 00:46:00+00:00,59.998734,202.25195,202.91054,202.94481,202.78166,13.507251,7.798232,13.515796,7.8016872,13.51097,7.803426,13.513522,7.8037724,876.8227,862.11127,8574.32,2596.381,1576.6624,1583.0232,1583.1624,4742.321,1309.4473,1326.366,1329.9567,3965.6943,32660.252,7.5,7.5,7.5,7.5,41.872833,45.92192,0.65562916,0.83996725,0.5890573,0.7426691,0.9584995,1.4102978,1.1558206
2026-02-01 00:47:00+00:00,60.00075,193.65402,193.87564,194.41487,194.19977,13.514918,7.8027544,13.522646,7.8050165,13.518745,7.8076925,13.521377,7.8080854,860.00525,845.407,8418.509,2547.3105,1510.8754,1516.2755,1517.7859,4544.8296,1239.7157,1256.2755,1260.4474,3756.449,32660.316,7.5,7.5,7.5,7.5,41.82572,45.897217,0.74511,0.9544295,0.6455173,0.8495486,1.0905752,1.3179332,1.4975619
2026-02-01 00:48:00+00:00,59.990547,180.62923,181.24312,181.41055,181.16837,13.519731,7.8059216,13.526274,7.807531,13.522705,7.8097916,13.526041,7.8107867,837.77496,824.4464,8217.839,2484.034,1409.7839,1415.0126,1416.7053,4241.3784,1132.3411,1148.5339,1152.5089,3433.3677,32660.377,7.5,7.5,7.5,7.5,41.686924,45.785797,0.69122136,0.8367947,0.6356777,0.82024604,0.99783695,1.3324573,1.0724968
2026-02-01 00:49:00+00:00,60.01404,216.87357,217.32281,217.34532,217.19727,13.51635,7.8038745,13.524996,7.806862,13.520001,7.808806,13.523479,7.8093953,910.00964,893.4058,8881.288,2691.5576,1690.9673,1696.4462,1697.3365,5084.6094,1424.7307,1441.6654,1445.9558,4312.352,32660.44,,,,,41.559933,45.686172,0.6611794,0.91535753,0.602271,0.81110215,0.8933249,1.3007494,1.0318924
2026-02-01 00:50:00+00:00,60.039413,183.57721,184.72505,184.37506,184.15315,13.526578,7.8096848,13.534123,7.812295,13.530322,7.8143635,13.533359,7.814895,843.57916,830.37286,8275.7295,2501.5042,1436.9396,1439.7703,1444.1918,4324.1,1160.8792,1177.8792,1181.15,3519.902,32660.508,7.4,7.4444447,7.5,7.5,41.46938,45.653915,0.6851501,0.8213389,0.63650924,0.7531421,0.87593013,1.3260343,1.0565362
2026-02-01 00:51:00+00:00,60.016174,162.65633,163.38785,163.50154,163.2478,13.521519,7.8074174,13.530449,7.809282,13.525121,7.811703,13.528504,7.8120356,804.7182,794.11273,7927.273,2391.549,1269.7236,1276.0691,1277.3201,3822.9983,979.27997,996.05817,998.6982,2973.9438,32660.56,7.4210525,7.3333335,7.318182,7.318182,41.453957,45.597336,0.69918627,0.8381465,0.6095201,0.6944515,0.9232759,1.2558233,0.90291125
2026-02-01 00:52:00+00:00,60.02109,208.0043,208.84946,208.57208,208.74931,13.507417,7.7984304,13.516533,7.8017125,13.511625,7.804352,13.515157,7.8045382,888.13574,873.5982,8696.945,2631.0037,1622.8177,1630.2448,1630.1875,4883.2144,1357.4197,1375.6482,1378.3535,4111.418,32660.62,7.5,7.6,,,41.444355,45.588985,0.6827029,0.82141715,0.63506734,0.8214858,0.94551307,1.3586038,1.0945997
2026-02-01 00:53:00+00:00,60.007282,184.79465,185.57585,186.39583,185.35608,13.505459,7.797109,13.513755,7.8001785,13.509079,7.8024006,13.51202,7.8026056,843.0146,830.3291,8268.563,2500.1926,1440.22,1446.4928,1447.0292,4333.635,1166.1418,1182.8945,1185.9781,3535.0198,32660.684,7.4444447,7.4666667,7.428571,7.428571,41.409122,45.548344,0.62135905,0.83374184,0.6167641,0.736117,0.93860674,1.2908624,0.9602727
2026-02-01 00:54:00+00:00,59.9717,164.77626,165.46422,165.65509,165.45523,13.522905,7.807692,13.53135,7.810219,13.52663,7.8124056,13.529512,7.813085,809.21735,798.2113,7956.094,2402.2712,1287.5,1292.2059,1293.851,3874.3396,1000.1423,1015.82074,1018.81323,3034.7263,32660.734,7.5,7.4,7.5,7.5,41.40665,45.544136,0.68585575,0.83623075,0.6241168,0.714736,0.87632865,1.2803909,0.8693353
2026-02-01 00:55:00+00:00,59.982925,180.54123,181.20663,181.22835,181.06644,13.528536,7.810535,13.53606,7.813113,13.531361,7.8149986,13.534406,7.8157625,838.6852,825.9074,8225.444,2487.2092,1410.1482,1415.5834,1416.4962,4241.8184,1131.3334,1147.4445,1150.8296,3429.548,32660.79,7.5454545,7.5555553,7.5454545,7.5384617,41.447517,45.618443,0.65860057,0.85964924,0.64936787,0.7201414,0.9091686,1.3432288,0.9343536
2026-02-01 00:56:00+00:00,59.984634,180.88383,181.38303,181.22513,181.37177,13.534522,7.8141484,13.541429,7.816467,13.537516,7.8185353,13.5399475,7.8188777,840.03406,826.82916,8226.937,2488.0085,1413.348,1418.223,1419.5396,4250.9956,1135.227,1151.0062,1154.9979,3441.2207,32660.848,7.4615383,7.4666667,7.5,7.5,41.464165,45.7014,0.6375151,0.8864247,0.5860215,0.71738595,0.8655736,1.3207381,0.992158
