timestamp_utc,TT5449012H,TT5449017H,VT5449012A,VT5449017H,VT5449013H,VT5449016H,VT5449011H,VT5449017A,VT5449012H,DESF_TA__PF,DESF_TA__PF_A,TT5449018H,DESF_TA__MWH_DEL,DESF_TA__FREC
2026-02-01 00:00:00+00:00,42.90366832264151,46.93500332264151,0.9291757479622642,1.0332939339056604,0.7541647519245283,0.8778522530943397,0.7249459005660378,1.3133381230188679,0.6469348118867924,7.428571428571429,7.454545454545454,100.0,32657.663455172413,60.007923121153844
2026-02-01 00:01:00+00:00,42.832189149019605,46.89313760980392,0.9208900638039216,1.0521591664313725,0.8199270287843138,0.895019913490196,0.6762800051764706,1.405238485098039,0.6670980954509804,7.523809523809524,7.521739130434782,99.8674373254902,32657.726158620688,60.006108584782616
2026-02-01 00:02:00+00:00,42.71523021346154,46.740872230769234,0.9002308920192307,0.9927488942115384,0.8205922463653846,0.9599280327884615,0.6612903428461538,1.3240390867307694,0.6701395174999999,7.5,7.5,100.0,32657.784182142856,59.993653281632646
2026-02-01 00:03:00+00:00,42.64758173137255,46.573777890196084,0.9383406464313725,1.197804261372549,0.7893821958039217,0.9014581503529411,0.6697412764509805,1.270723104509804,0.6177915637843137,7.5,7.5,99.90793699215686,32657.843542857143,59.969733517777776
2026-02-01 00:04:00+00:00,42.512519315384615,46.45808455192308,1.0067457654423078,1.2331726184615386,0.7932969686538461,0.907021839923077,0.7203260224038461,1.3457840659615385,0.6137454210961538,7.5,7.428571428571429,99.92991080769231,32657.907844444442,60.017298025531915
2026-02-01 00:05:00+00:00,42.38061796071429,46.36823592142857,0.8994453069285714,1.0968734109642857,0.755439916875,0.9248176609821429,0.7124813060178571,1.3051316723214286,0.7035431999821429,7.5,7.517241379310345,100.0,32657.96707857143,60.00638296170213
2026-02-01 00:06:00+00:00,42.40708074528302,46.358072886792456,0.9623528200754716,1.0305490477924528,0.7232287829622642,0.9097274000377358,0.6793783024716981,1.282269166226415,0.6619292171320754,7.5,7.5,100.0,32658.024179310345,60.009339905999994
2026-02-01 00:07:00+00:00,42.47136716666666,46.40552272592592,0.9202963976111111,1.1170491825000002,0.7787509748333333,0.9059238662222222,0.6549922094074074,1.3081962535185185,0.6219745876481482,7.3076923076923075,7.352941176470588,100.0,32658.084438461538,59.988177828888894
2026-02-01 00:08:00+00:00,42.53174821698113,46.39441538301887,0.8566223114905661,0.9362980808679245,0.687971858509434,0.8198054748490566,0.6421140487735849,1.2334608166037735,0.5747925053018869,6.833333333333333,6.7,100.0,32658.13701,59.9816864627451
2026-02-01 00:09:00+00:00,42.49979400555555,46.28999075,0.8860563094999999,0.9549637513703705,0.713637468,0.873784484537037,0.6667774531111111,1.2740313624074076,0.6256260538888889,7.5,7.5,100.0,32658.183596000003,59.98032675306122
2026-02-01 00:10:00+00:00,42.4657008245283,46.262817001886795,0.8399511520188678,0.9646140806226415,0.7014587218301888,0.831809063,0.6376358843962264,1.26353828,0.591173472245283,7.166666666666667,6.5,100.0,32658.23242173913,59.989059752
2026-02-01 00:11:00+00:00,42.511917952000005,46.283981332,0.79480452328,0.95743218988,0.7280068157399999,0.8309421107200001,0.63498399048,1.2759837394,0.57357401978,6.866666666666666,6.615384615384615,100.0,32658.276818181817,60.00628255869565
2026-02-01 00:12:00+00:00,42.56461091818181,46.28269020363636,0.7914509522545454,0.8151948928727273,0.6826396951272727,0.8238954230000001,0.6887223274181818,1.3585442121818183,0.6527431965636363,6.421052631578948,6.411764705882353,100.0,32658.320311764706,60.029038501923075
2026-02-01 00:13:00+00:00,42.58686446666667,46.29005829375,0.8455858840625,0.8417004809375,0.6882922202083334,0.8478067130208333,0.72307376925,1.3732286489583334,0.6902282115624999,7.333333333333333,7.277777777777778,100.0,32658.361926086956,59.98580941904762
2026-02-01 00:14:00+00:00,42.619833353703704,46.24429561111111,0.8685189122777778,0.8729418296296296,0.685913113574074,0.8698521255925926,0.6131762101851851,1.3043509162962963,0.6216304049814815,7.5,6.9,100.0,32658.41015652174,60.00172086744186
