timestamp_utc,DESF_TA__J2_VAB,DESF_TA__J2_VAN,DESF_TA__J2_VBC,DESF_TA__J2_VBN,DESF_TA__J2_VCA,DESF_TA__J2_VCN,DESF_TA__J2_V_AVG_LL,DESF_TA__J2_V_AVG_LN
2026-02-01 00:00:00+00:00,13.617907,7.862907,13.626901,7.864795,13.624476,7.8688464,13.62504,7.868032
2026-02-01 00:01:00+00:00,13.623685,7.8666167,13.632338,7.868033,13.630051,7.871471,13.630745,7.8713617
2026-02-01 00:02:00+00:00,13.623365,7.8662877,13.63193,7.8675838,13.629726,7.8715825,13.63022,7.8708725
2026-02-01 00:03:00+00:00,13.625192,7.867475,13.633691,7.8689923,13.631524,7.8722878,13.632734,7.872516
2026-02-01 00:04:00+00:00,13.622287,7.8661838,13.630869,7.86711,13.629021,7.87102,13.630293,7.871005
2026-02-01 00:05:00+00:00,13.61588,7.8621902,13.624635,7.8633265,13.62246,7.8673644,13.623394,7.867235
2026-02-01 00:06:00+00:00,13.6216345,7.8649597,13.630367,7.86652,13.627556,7.870388,13.629251,7.870469
2026-02-01 00:07:00+00:00,13.627263,7.86881,13.63464,7.869581,13.633349,7.873355,13.634512,7.87339
2026-02-01 00:08:00+00:00,13.640511,7.8757057,13.647227,7.8768396,13.644878,7.880322,13.645596,7.8798695
2026-02-01 00:09:00+00:00,13.64778,7.880625,13.656575,7.881176,13.653477,7.8846064,13.65457,7.884705
2026-02-01 00:10:00+00:00,13.659166,7.8869867,13.6667795,7.8881745,13.664641,7.89156,13.666665,7.891995
2026-02-01 00:11:00+00:00,13.653169,7.883744,13.6615305,7.884758,13.658465,7.888422,13.660703,7.8885593
2026-02-01 00:12:00+00:00,13.650135,7.881586,13.65744,7.882379,13.654945,7.8861156,13.656322,7.886071
2026-02-01 00:13:00+00:00,13.62165,7.865493,13.629382,7.8667555,13.62653,7.870076,13.62841,7.8700547
2026-02-01 00:14:00+00:00,13.615095,7.861442,13.621971,7.8627496,13.619201,7.8651576,13.621787,7.865908
2026-02-01 00:15:00+00:00,13.595733,7.849559,13.602531,7.8513045,13.599627,7.853985,13.600992,7.8538117
2026-02-01 00:16:00+00:00,13.584317,7.843422,13.592154,7.845165,13.588546,7.8474293,13.590087,7.8475003
2026-02-01 00:17:00+00:00,13.575817,7.8380055,13.582547,7.840118,13.578995,7.8422966,13.581748,7.8425527
2026-02-01 00:18:00+00:00,13.575511,7.8382497,13.58346,7.8398967,13.579992,7.842703,13.5820055,7.8426275
2026-02-01 00:19:00+00:00,13.599761,7.852299,13.606485,7.8535595,13.603328,7.856115,13.6053505,7.8563232
2026-02-01 00:20:00+00:00,13.583673,7.84217,13.590781,7.84477,13.586391,7.847006,13.590069,7.8476114
2026-02-01 00:21:00+00:00,13.59539,7.84918,13.603778,7.8516088,13.599491,7.8547645,13.601758,7.8544993
2026-02-01 00:22:00+00:00,13.62669,7.868027,13.634543,7.8698792,13.630305,7.8718414,13.632921,7.8722625
2026-02-01 00:23:00+00:00,13.628527,7.8685336,13.635216,7.8702345,13.632238,7.872921,13.633069,7.872569
2026-02-01 00:24:00+00:00,13.645157,7.878284,13.652162,7.880175,13.649148,7.882416,13.651859,7.883174
2026-02-01 00:25:00+00:00,13.636762,7.873744,13.644072,7.8751626,13.640778,7.8777637,13.6432905,7.8782253
2026-02-01 00:26:00+00:00,13.614829,7.8610873,13.621991,7.862326,13.619475,7.865803,13.621639,7.8659863
2026-02-01 00:27:00+00:00,13.594135,7.848797,13.601745,7.8505945,13.598187,7.853792,13.600635,7.8537207
2026-02-01 00:28:00+00:00,13.570552,7.8355103,13.579733,7.837271,13.575486,7.8404827,13.577195,7.840281
2026-02-01 00:29:00+00:00,13.558191,7.8284783,13.56666,7.8299847,13.562908,7.8334494,13.564722,7.832893
2026-02-01 00:30:00+00:00,13.536615,7.8156652,13.542794,7.816568,13.540187,7.8195834,13.542095,7.8199043
2026-02-01 00:31:00+00:00,13.516779,7.8043456,13.524491,7.8066463,13.521061,7.809036,13.524015,7.8096256
2026-02-01 00:32:00+00:00,13.501275,7.795064,13.508644,7.7966385,13.504488,7.799354,13.506808,7.7995
2026-02-01 00:33:00+00:00,13.500035,7.7941675,13.506617,7.796203,13.502825,7.7980127,13.505616,7.798789
2026-02-01 00:34:00+00:00,13.4794655,7.7821712,13.4879675,7.786206,13.484176,7.7868433,13.48588,7.7872114
2026-02-01 00:35:00+00:00,13.4654,7.7735877,13.472117,7.776608,13.46827,7.7785316,13.471322,7.7790117
2026-02-01 00:36:00+00:00,13.45522,7.767364,13.46078,7.77026,13.4570675,7.772356,13.460758,7.7728524
2026-02-01 00:37:00+00:00,13.433603,7.7565613,13.440904,7.7582006,13.4369135,7.7593017,13.438492,7.759689
2026-02-01 00:38:00+00:00,13.435206,7.75664,13.440835,7.758981,13.437303,7.76037,13.439283,7.7606816
2026-02-01 00:39:00+00:00,13.473149,7.7784333,13.47969,7.7803025,13.475123,7.78235,13.478369,7.7824016
2026-02-01 00:40:00+00:00,13.514085,7.8029323,13.521305,7.805291,13.51893,7.806992,13.52131,7.8079
2026-02-01 00:41:00+00:00,13.511606,7.8008375,13.518463,7.8030367,13.515204,7.805451,13.517848,7.8057055
2026-02-01 00:42:00+00:00,13.513619,7.8020935,13.520688,7.804381,13.5168495,7.806498,13.519714,7.8069577
2026-02-01 00:43:00+00:00,13.502397,7.795196,13.510572,7.798824,13.505488,7.799803,13.5078945,7.8001904
2026-02-01 00:44:00+00:00,13.504952,7.7969375,13.512762,7.79956,13.508535,7.802057,13.511359,7.8025537
2026-02-01 00:45:00+00:00,13.50504,7.7968755,13.513278,7.7999086,13.50804,7.801964,13.51132,7.8025117
2026-02-01 00:46:00+00:00,13.507251,7.798232,13.515796,7.8016872,13.51097,7.803426,13.513522,7.8037724
2026-02-01 00:47:00+00:00,13.514918,7.8027544,13.522646,7.8050165,13.518745,7.8076925,13.521377,7.8080854
2026-02-01 00:48:00+00:00,13.519731,7.8059216,13.526274,7.807531,13.522705,7.8097916,13.526041,7.8107867
2026-02-01 00:49:00+00:00,13.51635,7.8038745,13.524996,7.806862,13.520001,7.808806,13.523479,7.8093953
2026-02-01 00:50:00+00:00,13.526578,7.8096848,13.534123,7.812295,13.530322,7.8143635,13.533359,7.814895
2026-02-01 00:51:00+00:00,13.521519,7.8074174,13.530449,7.809282,13.525121,7.811703,13.528504,7.8120356
2026-02-01 00:52:00+00:00,13.507417,7.7984304,13.516533,7.8017125,13.511625,7.804352,13.515157,7.8045382
2026-02-01 00:53:00+00:00,13.505459,7.797109,13.513755,7.8001785,13.509079,7.8024006,13.51202,7.8026056
2026-02-01 00:54:00+00:00,13.522905,7.807692,13.53135,7.810219,13.52663,7.8124056,13.529512,7.813085
2026-02-01 00:55:00+00:00,13.528536,7.810535,13.53606,7.813113,13.531361,7.8149986,13.534406,7.8157625
2026-02-01 00:56:00+00:00,13.534522,7.8141484,13.541429,7.816467,13.537516,7.8185353,13.5399475,7.8188777
2026-02-01 00:57:00+00:00,13.54119,7.817791,13.54781,7.8200903,13.544243,7.821977,13.546803,7.8228693
2026-02-01 00:58:00+00:00,13.547083,7.8212523,13.55355,7.823316,13.550985,7.8258023,13.55355,7.826844
2026-02-01 00:59:00+00:00,13.548749,7.82266,13.556086,7.8250804,13.552276,7.8267307,13.554653,7.8274493
2026-02-01 01:00:00+00:00,13.56104,7.8292017,13.56872,7.8321342,13.564162,7.8341746,13.566764,7.8343554
2026-02-01 01:01:00+00:00,13.5622,7.8299913,13.569563,7.8321543,13.565042,7.8343596,13.567979,7.8349304
2026-02-01 01:02:00+00:00,13.544897,7.820213,13.5529785,7.82218,13.54839,7.8251224,13.55136,7.825603
2026-02-01 01:03:00+00:00,13.546222,7.8210483,13.554424,7.823491,13.550116,7.825877,13.552681,7.8263783
2026-02-01 01:04:00+00:00,13.560214,7.8291497,13.567018,7.830881,13.56419,7.8337097,13.565827,7.8339024
2026-02-01 01:05:00+00:00,13.570154,7.8351054,13.577505,7.8372273,13.574186,7.8392267,13.576317,7.8401046
2026-02-01 01:06:00+00:00,13.586267,7.844369,13.592939,7.8457036,13.59058,7.849079,13.591563,7.848938
2026-02-01 01:07:00+00:00,13.569644,7.834714,13.577286,7.8367906,13.573811,7.839012,13.575558,7.839893
2026-02-01 01:08:00+00:00,13.554414,7.8259363,13.561387,7.8280773,13.558209,7.8297954,13.560005,7.8308783
2026-02-01 01:09:00+00:00,13.561335,7.829456,13.567861,7.831609,13.56426,7.8335695,13.567266,7.834922
2026-02-01 01:10:00+00:00,13.568798,7.8339167,13.575737,7.83644,13.571774,7.8381944,13.575125,7.8394837
2026-02-01 01:11:00+00:00,13.576685,7.8387866,13.582619,7.8406005,13.579546,7.842609,13.581773,7.843247
2026-02-01 01:12:00+00:00,13.580651,7.841409,13.588322,7.843138,13.585038,7.845212,13.587357,7.8464103
2026-02-01 01:13:00+00:00,13.603902,7.854025,13.610237,7.856174,13.606977,7.858142,13.609122,7.8594112
2026-02-01 01:14:00+00:00,13.616365,7.8611875,13.623226,7.8634624,13.619813,7.8655143,13.62113,7.8662767
2026-02-01 01:15:00+00:00,13.596828,7.850193,13.602978,7.8520436,13.599761,7.8542585,13.603079,7.855868
2026-02-01 01:16:00+00:00,13.597704,7.851106,13.604109,7.852365,13.601158,7.8551025,13.603465,7.8559995
2026-02-01 01:17:00+00:00,13.578176,7.839307,13.5861225,7.840897,13.581682,7.843781,13.584716,7.84513
2026-02-01 01:18:00+00:00,13.5865965,7.8445206,13.593069,7.845978,13.590359,7.848529,13.593095,7.8499093
2026-02-01 01:19:00+00:00,13.587664,7.8449802,13.594482,7.8468633,13.59123,7.849088,13.593001,7.850128
2026-02-01 01:20:00+00:00,13.620901,7.8644633,13.62916,7.865973,13.625317,7.8691773,13.626766,7.869883
2026-02-01 01:21:00+00:00,13.639885,7.875777,13.646552,7.877,13.64451,7.8804774,13.6462555,7.8810654
2026-02-01 01:22:00+00:00,13.719501,7.9219503,13.726071,7.9222026,13.724604,7.92588,13.724822,7.9264207
2026-02-01 01:23:00+00:00,13.734867,7.931213,13.741599,7.931008,13.74019,7.934955,13.741923,7.9363384
2026-02-01 01:24:00+00:00,13.727327,7.927005,13.735094,7.927016,13.732419,7.930701,13.733807,7.93161
2026-02-01 01:25:00+00:00,13.711715,7.9170575,13.718234,7.9176054,13.716546,7.921314,13.718573,7.9225984
2026-02-01 01:26:00+00:00,13.707645,7.914726,13.714235,7.91548,13.711609,7.9183455,13.713319,7.919708
2026-02-01 01:27:00+00:00,13.698372,7.909948,13.703837,7.909449,13.702477,7.913184,13.703698,7.91392
