type,key,weight
fusion,ISOLATED,0.2708333333333333
fusion,SYS_1,0.0625
fusion,SYS_2,0.25
fusion,SYS_3,0.08333333333333333
fusion,SYS_4,0.0625
fusion,SYS_5,0.10416666666666667
fusion,SYS_6,0.16666666666666666
risk,ISOLATED,0.2708333333333333
risk,SYS_1,0.0625
risk,SYS_2,0.25
risk,SYS_3,0.08333333333333333
risk,SYS_4,0.0625
risk,SYS_5,0.10416666666666667
risk,SYS_6,0.16666666666666666
