timestamp_utc,VT5449013H,VT5449016H,VT5449011H,VT5449017A,VT5449012H,DESF_TA__PF_A,TT5449017H,DESF_TA__RTD_2,VT5449012A,VT5449017H,TT5449018H,DESF_TA__MWH_DEL,DESF_TA__FREC
2026-02-01 00:18:00+00:00,0.7527338,0.932618,0.79258984,1.3678902,0.6714015,7.4444447,46.29781,56.0,0.9025729,0.89608335,100.0,32658.617,60.02398
2026-02-01 00:19:00+00:00,0.7051661,0.8736821,0.69717795,1.4077057,0.6411107,6.269231,46.297012,56.0,0.95358795,0.68053585,100.0,32658.666,60.004147
2026-02-01 00:20:00+00:00,0.84310246,0.97097754,0.73436946,1.5027595,0.72638947,7.571429,46.25088,56.0,0.9186561,0.89666563,100.0,32658.715,59.98602
2026-02-01 00:21:00+00:00,0.8100463,0.97643507,0.802672,1.577297,0.7051953,7.4615383,46.204914,56.0,0.8880787,0.8821545,100.0,32658.78,60.01898
2026-02-01 00:22:00+00:00,0.829393,0.98683405,0.82015556,1.6562622,0.7615855,7.25,46.097538,56.0,0.91975045,0.85584754,99.96998,32658.826,59.996613
2026-02-01 00:23:00+00:00,0.8290658,0.99382657,0.8044984,1.5452437,0.7691973,7.5384617,46.00744,56.0,0.8951166,0.8334605,100.0,32658.875,59.986954
2026-02-01 00:24:00+00:00,0.8503344,0.96568227,0.80506504,1.5814352,0.6972869,7.4545455,45.989525,56.0,0.8727534,1.0437617,100.0,32658.93,59.99618
2026-02-01 00:25:00+00:00,0.8572544,0.9598747,0.85580415,1.6643838,0.7674519,6.8333335,45.96422,56.0,0.9022439,0.7585124,100.0,32658.984,60.006313
2026-02-01 00:26:00+00:00,0.80522734,0.9512309,0.80740887,1.5712209,0.77885234,7.5172415,45.984173,56.0,0.8903013,0.7813337,100.0,32659.033,60.003433
2026-02-01 00:27:00+00:00,0.85029405,0.9448312,0.7573208,1.524908,0.71011275,7.5,46.043793,56.0,0.8418899,0.910203,100.0,32659.086,59.991753
2026-02-01 00:28:00+00:00,0.8038575,0.9971694,0.7588733,1.5432981,0.71222574,7.5,46.070675,56.0,0.8885197,0.9206976,100.0,32659.145,59.995323
2026-02-01 00:29:00+00:00,0.76069605,0.9053961,0.75573885,1.4780059,0.70115656,7.4761906,45.968414,56.0,0.90817815,0.8655542,100.0,32659.2,59.98819
2026-02-01 00:30:00+00:00,0.73286444,0.86300594,0.76347506,1.4339433,0.6703285,7.521739,45.930176,56.0,0.8621432,0.77816623,100.0,32659.254,60.0163
2026-02-01 00:31:00+00:00,0.71888727,0.8588542,0.74006325,1.3934859,0.6784059,,45.90874,56.0,0.8647997,0.9052078,100.0,32659.316,59.986446
2026-02-01 00:32:00+00:00,0.72592133,0.82294947,0.7144964,1.3443387,0.62596756,7.5,45.85859,56.0,0.8274284,0.8478514,99.98416,32659.383,59.982365
2026-02-01 00:33:00+00:00,0.72638404,0.8935096,0.644999,1.3320912,0.6226273,7.4615383,45.859276,56.0,0.8995704,0.83994,100.0,32659.45,59.99484
2026-02-01 00:34:00+00:00,0.7333742,0.8056495,0.6916519,1.3653629,0.6175708,7.6666665,45.88185,56.0,0.86074173,0.79697937,100.0,32659.512,60.01569
2026-02-01 00:35:00+00:00,0.7865157,0.8165776,0.72390944,1.372429,0.61446273,7.3333335,45.923412,56.0,0.88542616,1.1257253,100.0,32659.58,59.987408
2026-02-01 00:36:00+00:00,0.70310426,0.7997716,0.6717418,1.2552421,0.65821326,7.0,45.91926,56.0,0.84113765,0.8407638,100.0,32659.635,59.974808
2026-02-01 00:37:00+00:00,0.74394286,0.94869673,0.7138654,1.4308304,0.6614616,7.5,45.949455,56.0,0.92472583,0.9077201,100.0,32659.691,60.016098
2026-02-01 00:38:00+00:00,0.76973504,0.9135829,0.68502694,1.3807433,0.69771016,7.5,46.00957,56.0,0.94569063,1.1145134,100.0,32659.756,60.015797
2026-02-01 00:39:00+00:00,0.80781966,1.0272665,0.7116083,1.4003787,0.64007115,7.5,46.068977,56.0,0.93198776,1.1704065,100.0,32659.812,60.002632
2026-02-01 00:40:00+00:00,0.79495996,0.94431925,0.70755726,1.3485307,0.6381639,7.5,46.090656,56.0,0.8973449,1.1154567,99.74054,32659.875,60.005375
2026-02-01 00:41:00+00:00,0.8135684,0.93897736,0.65918964,1.3564347,0.61300373,,46.066093,56.0,0.87520266,1.1275871,99.67181,32659.938,59.99357
2026-02-01 00:42:00+00:00,0.7354135,0.9316469,0.62662995,1.367359,0.5796566,7.470588,46.029095,56.0,0.8391914,1.1339122,100.0,32660.002,60.0377
2026-02-01 00:43:00+00:00,0.77334684,0.9381484,0.6871919,1.3223205,0.6523043,7.6,45.96728,56.0,0.8523703,1.3147463,100.0,32660.064,60.00056
2026-02-01 00:44:00+00:00,0.8362187,0.8950716,0.64903885,1.3144547,0.6284458,7.5,45.87549,55.5,0.83621067,1.0964276,98.95933,32660.127,59.97729
2026-02-01 00:45:00+00:00,0.7385654,0.9202944,0.65712893,1.3261731,0.6462861,7.5,45.88714,55.444443,0.88331026,1.1648697,96.96227,32660.186,59.995644
2026-02-01 00:46:00+00:00,0.7426691,0.9584995,0.65562916,1.4102978,0.5890573,7.5,45.92192,55.444443,0.83996725,1.1558206,97.688255,32660.252,59.998734
2026-02-01 00:47:00+00:00,0.8495486,1.0905752,0.74511,1.3179332,0.6455173,7.5,45.897217,55.444443,0.9544295,1.4975619,97.27564,32660.316,60.00075
2026-02-01 00:48:00+00:00,0.82024604,0.99783695,0.69122136,1.3324573,0.6356777,7.5,45.785797,55.5,0.8367947,1.0724968,97.8938,32660.377,59.990547
2026-02-01 00:49:00+00:00,0.81110215,0.8933249,0.6611794,1.3007494,0.602271,,45.686172,55.666668,0.91535753,1.0318924,98.3705,32660.44,60.01404
2026-02-01 00:50:00+00:00,0.7531421,0.87593013,0.6851501,1.3260343,0.63650924,7.4444447,45.653915,55.666668,0.8213389,1.0565362,98.63827,32660.508,60.039413
2026-02-01 00:51:00+00:00,0.6944515,0.9232759,0.69918627,1.2558233,0.6095201,7.3333335,45.597336,55.666668,0.8381465,0.90291125,99.41787,32660.56,60.016174
2026-02-01 00:52:00+00:00,0.8214858,0.94551307,0.6827029,1.3586038,0.63506734,7.6,45.588985,55.666668,0.82141715,1.0945997,99.58119,32660.62,60.02109
2026-02-01 00:53:00+00:00,0.736117,0.93860674,0.62135905,1.2908624,0.6167641,7.4666667,45.548344,55.5,0.83374184,0.9602727,99.3558,32660.684,60.007282
2026-02-01 00:54:00+00:00,0.714736,0.87632865,0.68585575,1.2803909,0.6241168,7.4,45.544136,55.333332,0.83623075,0.8693353,99.01935,32660.734,59.9717
2026-02-01 00:55:00+00:00,0.7201414,0.9091686,0.65860057,1.3432288,0.64936787,7.5555553,45.618443,55.333332,0.85964924,0.9343536,97.15995,32660.79,59.982925
2026-02-01 00:56:00+00:00,0.71738595,0.8655736,0.6375151,1.3207381,0.5860215,7.4666667,45.7014,55.333332,0.8864247,0.992158,98.4098,32660.848,59.984634
2026-02-01 00:57:00+00:00,0.69735545,0.8725518,0.6787213,1.3308799,0.6468704,7.5454545,45.677082,55.333332,0.8588634,0.8390322,98.679245,32660.904,60.002754
2026-02-01 00:58:00+00:00,0.68912154,0.8517846,0.68812454,1.3536874,0.62530965,7.48,45.626774,55.333332,0.8218844,0.98953605,98.16304,32660.955,59.98636
2026-02-01 00:59:00+00:00,0.7049499,0.82658815,0.63828164,1.3322968,0.59314245,7.521739,45.551655,55.333332,0.856255,0.85047907,96.26357,32661.014,59.98477
2026-02-01 01:00:00+00:00,0.7364984,0.8872539,0.6498151,1.3345816,0.5651005,7.4761906,45.48746,55.333332,0.8272951,0.95723635,95.0391,32661.074,60.014957
2026-02-01 01:01:00+00:00,0.6722061,0.83298665,0.6380403,1.27487,0.5609275,7.5,45.55197,55.333332,0.8126057,0.80549216,96.45585,32661.129,60.01484
2026-02-01 01:02:00+00:00,0.7239946,0.89204454,0.6318518,1.315015,0.6045193,7.5555553,45.53227,55.333332,0.8237354,0.9421024,96.863365,32661.186,60.005367
2026-02-01 01:03:00+00:00,0.74409795,0.85912657,0.65603894,1.305451,0.6174592,7.5,45.469906,55.333332,0.9098178,1.0492089,97.393326,32661.248,60.009205
2026-02-01 01:04:00+00:00,0.7590958,0.82295936,0.6532753,1.3046901,0.603923,7.5,45.506542,55.333332,0.85177994,1.1054825,98.82785,32661.309,60.011944
2026-02-01 01:05:00+00:00,0.72808117,0.84321564,0.6567725,1.2713729,0.60235226,7.5,45.641182,55.333332,0.8415344,0.9446304,100.0,32661.365,59.98912
2026-02-01 01:06:00+00:00,0.7146043,0.8400004,0.6416809,1.3478379,0.58780175,7.5,45.837387,55.333332,0.77755827,1.0644449,100.0,32661.422,59.975624
2026-02-01 01:07:00+00:00,0.68061095,0.82445633,0.6524674,1.2801025,0.57958555,7.5,45.863945,55.5,0.84948087,1.0754069,100.0,32661.479,60.007397
2026-02-01 01:08:00+00:00,0.72344506,0.81772816,0.6201018,1.2672926,0.6038202,7.4736843,45.7001,55.57143,0.82757807,0.90674686,99.999306,32661.533,60.010574
2026-02-01 01:09:00+00:00,0.7304035,0.86976904,0.6562146,1.3299667,0.59464186,7.5333333,45.659676,55.42857,0.7871537,0.95547014,99.977356,32661.588,60.008404
2026-02-01 01:10:00+00:00,0.6948593,0.9092657,0.6425395,1.3050281,0.592725,7.5,45.616024,55.42857,0.7726554,0.9983803,99.97305,32661.65,60.004772
2026-02-01 01:11:00+00:00,0.72036713,0.8126592,0.64259773,1.2390351,0.5632303,7.5,45.518555,55.42857,0.74816775,1.1139754,99.96109,32661.707,60.015186
2026-02-01 01:12:00+00:00,0.7193955,0.90488875,0.6230569,1.2879308,0.60781384,7.5,45.461395,55.42857,0.8512803,1.1390184,100.0,32661.766,60.00784
2026-02-01 01:13:00+00:00,0.69978446,0.82712317,0.61635625,1.2498806,0.5872249,7.5,45.347897,55.42857,0.81196326,1.1273582,100.0,32661.828,60.00443
2026-02-01 01:14:00+00:00,0.73845583,0.8735888,0.6529834,1.2549258,0.590468,7.5,45.232773,55.42857,0.7732322,1.0126001,100.0,32661.889,60.005188
2026-02-01 01:15:00+00:00,0.8091519,0.92637897,0.67711604,1.340218,0.6322196,,45.240463,55.42857,0.80321294,0.9800897,100.0,32661.955,59.987373
2026-02-01 01:16:00+00:00,0.80280757,0.94616127,0.667272,1.3826969,0.60546726,7.428571,45.280167,55.42857,0.7907252,1.0516983,100.0,32662.018,60.02049
2026-02-01 01:17:00+00:00,0.8264641,0.9488281,0.7261345,1.3139172,0.6533975,7.6,45.24319,55.42857,0.836829,0.9766,100.0,32662.08,60.0
2026-02-01 01:18:00+00:00,0.7493729,0.86113286,0.6302429,1.3775111,0.61452127,7.263158,45.25382,55.42857,0.80578697,0.9206406,99.98739,32662.137,59.99834
2026-02-01 01:19:00+00:00,0.7409069,0.8613465,0.63857836,1.300644,0.6393775,7.5333333,45.28096,55.42857,0.79043734,0.88869506,100.0,32662.191,59.99225
2026-02-01 01:20:00+00:00,0.7773624,0.8746707,0.64740044,1.2840759,0.6256775,7.5,45.34749,55.42857,0.81820524,1.0652915,99.96271,32662.252,59.989372
2026-02-01 01:21:00+00:00,0.70392495,0.8843448,0.66683114,1.243565,0.6081684,6.6363635,45.330677,55.42857,0.81392866,0.9931056,99.58666,32662.307,60.004772
2026-02-01 01:22:00+00:00,0.46144384,0.57225823,0.47925815,0.76567215,0.4465807,1.0,45.29687,55.42857,0.6312042,0.47197893,98.37386,32662.332,59.968533
2026-02-01 01:23:00+00:00,0.36481446,0.4240585,0.4201865,0.74612415,0.38407162,1.0,45.34151,55.42857,0.60388887,0.36173207,99.88078,32662.336,60.005287
2026-02-01 01:24:00+00:00,0.3818114,0.43913138,0.43092248,0.7806104,0.39727587,1.0,45.43714,55.42857,0.6008964,0.33277157,100.0,32662.34,60.027195
2026-02-01 01:25:00+00:00,0.3816069,0.44794095,0.43974236,0.78263396,0.40091416,1.0,45.4925,55.42857,0.6216903,0.36306143,100.0,32662.346,59.990448
2026-02-01 01:26:00+00:00,0.38472313,0.45226172,0.4357331,0.79739213,0.42680418,1.0,45.48608,55.42857,0.6010705,0.370402,100.0,32662.352,60.00888
2026-02-01 01:27:00+00:00,0.3802564,0.44073457,0.441987,0.79102004,0.40257445,1.0,45.46146,55.42857,0.6033192,0.36720824,100.0,32662.355,59.995975
2026-02-01 01:28:00+00:00,0.3838325,0.44064942,0.4565734,0.7940953,0.40349498,1.0,45.346886,55.42857,0.5942833,0.35556507,100.0,32662.36,60.01523
2026-02-01 01:29:00+00:00,0.38576803,0.44038028,0.4440034,0.7916129,0.40757957,1.0,45.255383,55.42857,0.60214484,0.37007478,99.61705,32662.365,59.984085
2026-02-01 01:30:00+00:00,0.3886589,0.44653475,0.43580434,0.7933535,0.40379992,1.0,45.134563,54.5,0.61588067,0.35675693,95.20956,32662.367,60.004925
2026-02-01 01:31:00+00:00,0.38586017,0.46497297,0.45064336,0.8004125,0.4068411,1.0,44.995075,54.4,0.61648566,0.35911953,97.76757,32662.375,60.006702
2026-02-01 01:32:00+00:00,0.3855431,0.4416422,0.45370647,0.7916568,0.4103319,1.0,44.817654,54.4,0.61749434,0.3614651,95.2571,32662.379,59.97898
2026-02-01 01:33:00+00:00,0.3869306,0.44973773,0.45586178,0.78629136,0.41131207,1.0,44.73381,54.4,0.62804717,0.35864052,95.140144,32662.383,60.004295
2026-02-01 01:34:00+00:00,0.3906929,0.43770325,0.45438614,0.7826438,0.41518116,1.0,44.63653,55.0,0.60577434,0.35964933,95.887856,32662.387,59.993076
2026-02-01 01:35:00+00:00,0.49159515,0.58198977,0.50900805,0.9738702,0.5131633,5.0,44.71008,55.0,0.6387315,0.5376176,95.46527,32662.406,60.01185
2026-02-01 01:36:00+00:00,0.7084529,0.7924093,0.6965659,1.2926457,0.6330188,7.5,44.770298,55.0,0.78883487,1.094573,96.85676,32662.45,60.0155
2026-02-01 01:37:00+00:00,0.6444115,0.77516955,0.5814201,1.2079537,0.56117976,5.181818,44.85218,55.0,0.7435565,0.7875014,95.76308,32662.492,60.01483
2026-02-01 01:38:00+00:00,0.6734004,0.8042441,0.64822334,1.358159,0.64715517,6.8333335,44.876175,55.0,0.72402173,1.0858746,94.670876,32662.531,59.991047
2026-02-01 01:39:00+00:00,0.7023224,0.8301165,0.66516834,1.303912,0.63196856,7.5,44.993713,55.0,0.7591174,1.1213111,95.04837,32662.582,59.995865
2026-02-01 01:40:00+00:00,0.690221,0.86112463,0.62764364,1.2316631,0.59845704,7.090909,45.143284,55.0,0.78310555,1.0571802,95.53379,32662.639,60.028625
2026-02-01 01:41:00+00:00,0.73719925,0.86645883,0.6295891,1.2807683,0.6306845,6.5,45.10452,55.0,0.70009136,0.8935943,94.500786,32662.682,60.00759
2026-02-01 01:42:00+00:00,0.69202834,0.8145038,0.62861323,1.2233374,0.64116806,7.4210525,45.1148,55.0,0.73868585,1.071303,95.62475,32662.729,60.019367
2026-02-01 01:43:00+00:00,0.66714466,0.79813236,0.5932452,1.2371821,0.6225248,7.4444447,45.121845,55.0,0.8045947,1.2285302,95.45458,32662.785,59.98743
2026-02-01 01:44:00+00:00,0.66075623,0.8098368,0.6330543,1.1952163,0.58842623,7.5238094,45.149467,55.0,0.7099691,1.075633,98.13205,32662.838,60.00476
2026-02-01 01:45:00+00:00,0.698846,0.8641907,0.6405251,1.2728187,0.6221802,7.5,45.296173,55.0,0.7576577,1.0546165,97.96383,32662.893,59.98044
2026-02-01 01:46:00+00:00,0.6763085,0.7806167,0.64065605,1.2202663,0.562724,7.470588,45.372963,55.0,0.75252205,0.9550571,97.26135,32662.95,59.99457
2026-02-01 01:47:00+00:00,0.6727719,0.76325047,0.62923497,1.2477667,0.5649848,6.5,45.50822,55.0,0.7177256,0.8816449,98.25498,32662.996,59.976578
2026-02-01 01:48:00+00:00,0.7009453,0.81267804,0.65602523,1.2964734,0.56318986,7.3636365,45.322834,55.0,0.70900536,0.88013154,98.517006,32663.041,59.98757
2026-02-01 01:49:00+00:00,0.7010165,0.87581444,0.6418945,1.238464,0.57857114,7.48,45.081196,55.0,0.75692964,0.9182734,99.58853,32663.092,60.022587
2026-02-01 01:50:00+00:00,0.6988954,0.8313625,0.6444911,1.2858195,0.57687104,7.0,44.885876,55.0,0.7374786,0.85725355,98.87789,32663.145,59.98721
2026-02-01 01:51:00+00:00,0.7031147,0.8492031,0.6523606,1.2800812,0.599859,7.5,44.785213,55.0,0.7510746,0.85438585,99.3297,32663.188,59.98685
2026-02-01 01:52:00+00:00,0.7097733,0.8677589,0.66124886,1.301113,0.6191377,7.5,44.774216,54.4,0.7151359,0.91838914,98.9606,32663.24,59.998024
2026-02-01 01:53:00+00:00,0.6827643,0.8213973,0.6045926,1.2873863,0.570458,7.5,44.782684,54.4,0.7551889,1.0163616,98.36035,32663.293,59.984432
2026-02-01 01:54:00+00:00,0.6857602,0.8092056,0.66705835,1.2248359,0.5746171,7.5,44.820393,54.4,0.7665586,0.888021,98.8489,32663.346,60.01802
2026-02-01 01:55:00+00:00,0.6569407,0.73985386,0.5885296,1.1817193,0.5593468,7.285714,45.113564,54.4,0.81785345,0.8819275,98.137726,32663.398,60.001
2026-02-01 01:56:00+00:00,0.6624781,0.7929075,0.60293955,1.2132963,0.55624866,7.5,45.104473,54.555557,0.71774405,0.81233925,99.40298,32663.451,60.01538
2026-02-01 01:57:00+00:00,0.6616229,0.7703805,0.6368459,1.1993365,0.5863043,7.478261,45.097397,54.555557,0.7551886,0.8515315,100.0,32663.506,59.99302
2026-02-01 01:58:00+00:00,0.65322137,0.7830147,0.6155959,1.2134382,0.56428915,7.5,45.082478,54.0,0.7683766,0.7991081,100.0,32663.564,60.01736
2026-02-01 01:59:00+00:00,0.69627106,0.7548099,0.6409497,1.2308376,0.6024223,7.5,45.11144,54.5,0.7350296,0.8106501,99.41442,32663.623,59.99311
2026-02-01 02:00:00+00:00,0.69600976,0.77847075,0.5956411,1.2470951,0.56276995,7.5,45.231274,54.5,0.7902158,0.86583596,99.277054,32663.676,60.00458
2026-02-01 02:01:00+00:00,0.7388423,0.8582256,0.6388592,1.2476767,0.60962754,7.5238094,45.263996,54.5,0.75348926,0.9595172,100.0,32663.734,60.007835
2026-02-01 02:02:00+00:00,0.7104721,0.80942535,0.6554539,1.1958429,0.6153984,7.4736843,45.164528,54.5,0.7701901,0.9927323,99.87471,32663.793,59.980225
2026-02-01 02:03:00+00:00,0.6850969,0.8091067,0.6425367,1.2515901,0.5678405,7.5263157,45.035007,54.5,0.74289024,0.8791511,100.0,32663.844,60.01265
2026-02-01 02:04:00+00:00,0.69407225,0.82345045,0.64040554,1.1870733,0.5690125,7.470588,44.84266,54.5,0.7770063,0.94677573,100.0,32663.896,59.99955
2026-02-01 02:05:00+00:00,0.66943544,0.778441,0.628184,1.1933348,0.5730802,7.0,44.72133,54.5,0.74010915,0.9036405,100.0,32663.945,60.013214
2026-02-01 02:06:00+00:00,0.6952683,0.7770536,0.62745184,1.1919265,0.581286,7.5,44.669724,55.0,0.7459378,0.8540169,100.0,32663.994,60.00736
2026-02-01 02:07:00+00:00,0.7856336,0.8613719,0.67365247,1.300773,0.601171,7.5,44.594616,55.0,0.7960579,0.9964686,100.0,32664.053,60.00149
2026-02-01 02:08:00+00:00,0.71777785,0.7973223,0.6355087,1.2656549,0.5869974,6.75,44.5655,55.0,0.78885114,0.8621043,100.0,32664.1,59.988426
2026-02-01 02:09:00+00:00,0.7132568,0.8427284,0.6182883,1.2587538,0.58351105,6.928571,44.513313,55.0,0.7338014,0.9410302,100.0,32664.146,59.983982
2026-02-01 02:10:00+00:00,0.742425,0.86872023,0.65470785,1.2869757,0.58656895,7.5,44.477276,55.0,0.78415847,0.9166622,98.78689,32664.2,60.0027
2026-02-01 02:11:00+00:00,0.6938867,0.8124733,0.63977605,1.1883634,0.6101795,7.5,44.436337,55.0,0.75684065,0.8484877,98.97704,32664.252,59.987354
2026-02-01 02:12:00+00:00,0.6735869,0.794296,0.64090157,1.1599786,0.57861996,6.9,44.432163,54.4,0.72132444,0.84834015,99.27549,32664.299,60.01413
2026-02-01 02:13:00+00:00,0.712634,0.83726126,0.619389,1.2799487,0.62549883,7.52,44.697533,54.4,0.7346251,0.96421707,99.933205,32664.35,60.013588
2026-02-01 02:14:00+00:00,0.6920052,0.8383233,0.67412394,1.2216929,0.6068716,7.470588,44.779438,54.4,0.76816195,0.9002213,99.78261,32664.404,59.998642
2026-02-01 02:15:00+00:00,0.6899893,0.78388375,0.56211066,1.2391155,0.60230714,7.0,44.788387,54.4,0.7542705,0.74583215,99.88359,32664.451,60.002342
2026-02-01 02:16:00+00:00,0.71549994,0.80506986,0.61846215,1.3336712,0.6036399,7.181818,44.804344,54.4,0.73159033,0.81300145,99.34321,32664.5,59.991467
2026-02-01 02:17:00+00:00,0.7084785,0.8321395,0.650502,1.316307,0.6295576,7.529412,44.8075,54.4,0.79124904,1.0403367,99.59607,32664.553,59.994934
2026-02-01 02:18:00+00:00,0.66528696,0.7590659,0.58785516,1.218454,0.5776187,7.3076925,44.83524,54.4,0.7035222,1.0113002,97.89498,32664.602,60.03011
2026-02-01 02:19:00+00:00,0.68250537,0.8796033,0.68831855,1.2439895,0.6153476,7.5,45.089294,54.4,0.75855345,1.090468,99.55334,32664.654,60.01828
2026-02-01 02:20:00+00:00,0.69677424,0.8361675,0.6152105,1.2421235,0.5876223,7.5,45.147404,54.4,0.705674,0.98443496,99.87665,32664.707,59.97368
2026-02-01 02:21:00+00:00,0.6573172,0.7732175,0.66422457,1.2864856,0.5934671,7.5384617,45.15195,54.4,0.717343,1.0005612,99.99993,32664.76,59.97318
2026-02-01 02:22:00+00:00,0.73912483,0.8242625,0.58106405,1.2558318,0.5862331,7.4736843,45.206314,54.4,0.72052646,1.086742,96.28017,32664.814,60.01961
2026-02-01 02:23:00+00:00,0.7326782,0.8353005,0.6516325,1.2759916,0.60112244,7.111111,45.20117,54.4,0.7155478,0.8800648,98.72953,32664.87,59.984818
2026-02-01 02:24:00+00:00,0.72479653,0.8282273,0.6609893,1.246684,0.6276825,7.5,45.31563,54.4,0.7019333,0.9283176,99.97488,32664.924,59.993126
2026-02-01 02:25:00+00:00,0.67661613,0.827618,0.6385815,1.2612048,0.57667166,7.5,45.278534,54.4,0.7666781,0.8549968,99.99747,32664.977,60.021317
2026-02-01 02:26:00+00:00,0.69385624,0.8470873,0.6359752,1.2645739,0.5925958,7.0,45.078648,53.0,0.7335243,0.8899179,100.0,32665.031,59.99467
2026-02-01 02:27:00+00:00,0.71662277,0.83255714,0.65673053,1.2795984,0.5936101,7.4,44.88608,53.0,0.78494143,1.0515038,100.0,32665.082,59.9995
2026-02-01 02:28:00+00:00,0.73064727,0.8926298,0.63226235,1.3096519,0.58684045,7.4615383,44.75467,53.0,0.7476693,0.8782525,100.0,32665.139,60.01755
2026-02-01 02:29:00+00:00,0.6889182,0.85201514,0.64624804,1.2187148,0.5662391,7.3,44.64572,53.0,0.72301996,0.89714664,100.0,32665.193,60.00279
2026-02-01 02:30:00+00:00,0.75565386,0.8510834,0.7053546,1.2922244,0.61671925,7.6,44.59843,53.0,0.76935965,1.0670671,100.0,32665.248,59.98704
2026-02-01 02:31:00+00:00,0.7367995,0.8386162,0.6501015,1.2584696,0.6522289,7.470588,44.57556,54.0,0.75772184,0.92446417,100.0,32665.31,59.990223
2026-02-01 02:32:00+00:00,0.65657526,0.7663765,0.63700414,1.2103772,0.5796817,7.5,44.561657,54.0,0.7175512,0.8777908,100.0,32665.367,60.010914
2026-02-01 02:33:00+00:00,0.73690665,0.7851271,0.6168554,1.2790216,0.588229,7.5333333,44.516083,54.0,0.76884,0.8615595,100.0,32665.414,59.988476
2026-02-01 02:34:00+00:00,0.7514584,0.8751294,0.6370064,1.3653641,0.66159433,7.5,44.503952,54.0,0.7941186,1.0347313,100.0,32665.475,60.030743
2026-02-01 02:35:00+00:00,0.7252683,0.8467947,0.64662796,1.1989508,0.60661757,7.5,44.459557,54.0,0.7534756,1.067585,100.0,32665.533,60.00222
2026-02-01 02:36:00+00:00,0.6861614,0.83159715,0.650234,1.2549732,0.6199572,7.470588,44.530087,53.333332,0.729612,0.9859088,100.0,32665.588,59.975597
2026-02-01 02:37:00+00:00,0.7570007,0.8215296,0.67057467,1.3229866,0.6222559,7.5384617,44.489105,53.333332,0.7553856,0.93028414,100.0,32665.645,60.02333
